# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Tue May 28 09:08:31 2024
#
# User preference: *
#
# CONSTRAINT:  where (pl_orbsmaxstr in [0.1,1]
# CONSTRAINT:  and pl_radestr in [0.5,3]
# CONSTRAINT:  and st_massstr in [0.1,1])
#
# COLUMN pl_name:        Planet Name
# COLUMN hostname:       Host Name
# COLUMN default_flag:   Default Parameter Set
# COLUMN sy_snum:        Number of Stars
# COLUMN sy_pnum:        Number of Planets
# COLUMN discoverymethod: Discovery Method
# COLUMN disc_year:      Discovery Year
# COLUMN disc_facility:  Discovery Facility
# COLUMN soltype:        Solution Type
# COLUMN pl_controv_flag: Controversial Flag
# COLUMN pl_refname:     Planetary Parameter Reference
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbpererr1:  Orbital Period Upper Unc. [days]
# COLUMN pl_orbpererr2:  Orbital Period Lower Unc. [days]
# COLUMN pl_orbperlim:   Orbital Period Limit Flag
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [au]
# COLUMN pl_orbsmaxerr1: Orbit Semi-Major Axis Upper Unc. [au]
# COLUMN pl_orbsmaxerr2: Orbit Semi-Major Axis Lower Unc. [au]
# COLUMN pl_orbsmaxlim:  Orbit Semi-Major Axis Limit Flag
# COLUMN pl_rade:        Planet Radius [Earth Radius]
# COLUMN pl_radeerr1:    Planet Radius Upper Unc. [Earth Radius]
# COLUMN pl_radeerr2:    Planet Radius Lower Unc. [Earth Radius]
# COLUMN pl_radelim:     Planet Radius Limit Flag
# COLUMN pl_radj:        Planet Radius [Jupiter Radius]
# COLUMN pl_radjerr1:    Planet Radius Upper Unc. [Jupiter Radius]
# COLUMN pl_radjerr2:    Planet Radius Lower Unc. [Jupiter Radius]
# COLUMN pl_radjlim:     Planet Radius Limit Flag
# COLUMN pl_bmasse:      Planet Mass or Mass*sin(i) [Earth Mass]
# COLUMN pl_bmasseerr1:  Planet Mass or Mass*sin(i) [Earth Mass] Upper Unc.
# COLUMN pl_bmasseerr2:  Planet Mass or Mass*sin(i) [Earth Mass] Lower Unc.
# COLUMN pl_bmasselim:   Planet Mass or Mass*sin(i) [Earth Mass] Limit Flag
# COLUMN pl_bmassj:      Planet Mass or Mass*sin(i) [Jupiter Mass]
# COLUMN pl_bmassjerr1:  Planet Mass or Mass*sin(i) [Jupiter Mass] Upper Unc.
# COLUMN pl_bmassjerr2:  Planet Mass or Mass*sin(i) [Jupiter Mass] Lower Unc.
# COLUMN pl_bmassjlim:   Planet Mass or Mass*sin(i) [Jupiter Mass] Limit Flag
# COLUMN pl_bmassprov:   Planet Mass or Mass*sin(i) Provenance
# COLUMN pl_orbeccen:    Eccentricity
# COLUMN pl_orbeccenerr1: Eccentricity Upper Unc.
# COLUMN pl_orbeccenerr2: Eccentricity Lower Unc.
# COLUMN pl_orbeccenlim: Eccentricity Limit Flag
# COLUMN pl_insol:       Insolation Flux [Earth Flux]
# COLUMN pl_insolerr1:   Insolation Flux Upper Unc. [Earth Flux]
# COLUMN pl_insolerr2:   Insolation Flux Lower Unc. [Earth Flux]
# COLUMN pl_insollim:    Insolation Flux Limit Flag
# COLUMN pl_eqt:         Equilibrium Temperature [K]
# COLUMN pl_eqterr1:     Equilibrium Temperature Upper Unc. [K]
# COLUMN pl_eqterr2:     Equilibrium Temperature Lower Unc. [K]
# COLUMN pl_eqtlim:      Equilibrium Temperature Limit Flag
# COLUMN ttv_flag:       Data show Transit Timing Variations
# COLUMN st_refname:     Stellar Parameter Reference
# COLUMN st_spectype:    Spectral Type
# COLUMN st_teff:        Stellar Effective Temperature [K]
# COLUMN st_tefferr1:    Stellar Effective Temperature Upper Unc. [K]
# COLUMN st_tefferr2:    Stellar Effective Temperature Lower Unc. [K]
# COLUMN st_tefflim:     Stellar Effective Temperature Limit Flag
# COLUMN st_rad:         Stellar Radius [Solar Radius]
# COLUMN st_raderr1:     Stellar Radius Upper Unc. [Solar Radius]
# COLUMN st_raderr2:     Stellar Radius Lower Unc. [Solar Radius]
# COLUMN st_radlim:      Stellar Radius Limit Flag
# COLUMN st_mass:        Stellar Mass [Solar mass]
# COLUMN st_masserr1:    Stellar Mass Upper Unc. [Solar mass]
# COLUMN st_masserr2:    Stellar Mass Lower Unc. [Solar mass]
# COLUMN st_masslim:     Stellar Mass Limit Flag
# COLUMN st_met:         Stellar Metallicity [dex]
# COLUMN st_meterr1:     Stellar Metallicity Upper Unc. [dex]
# COLUMN st_meterr2:     Stellar Metallicity Lower Unc. [dex]
# COLUMN st_metlim:      Stellar Metallicity Limit Flag
# COLUMN st_metratio:    Stellar Metallicity Ratio
# COLUMN st_logg:        Stellar Surface Gravity [log10(cm/s**2)]
# COLUMN st_loggerr1:    Stellar Surface Gravity Upper Unc. [log10(cm/s**2)]
# COLUMN st_loggerr2:    Stellar Surface Gravity Lower Unc. [log10(cm/s**2)]
# COLUMN st_logglim:     Stellar Surface Gravity Limit Flag
# COLUMN sy_refname:     System Parameter Reference
# COLUMN rastr:          RA [sexagesimal]
# COLUMN ra:             RA [deg]
# COLUMN decstr:         Dec [sexagesimal]
# COLUMN dec:            Dec [deg]
# COLUMN sy_dist:        Distance [pc]
# COLUMN sy_disterr1:    Distance [pc] Upper Unc
# COLUMN sy_disterr2:    Distance [pc] Lower Unc
# COLUMN sy_vmag:        V (Johnson) Magnitude
# COLUMN sy_vmagerr1:    V (Johnson) Magnitude Upper Unc
# COLUMN sy_vmagerr2:    V (Johnson) Magnitude Lower Unc
# COLUMN sy_kmag:        Ks (2MASS) Magnitude
# COLUMN sy_kmagerr1:    Ks (2MASS) Magnitude Upper Unc
# COLUMN sy_kmagerr2:    Ks (2MASS) Magnitude Lower Unc
# COLUMN sy_gaiamag:     Gaia Magnitude
# COLUMN sy_gaiamagerr1: Gaia Magnitude Upper Unc
# COLUMN sy_gaiamagerr2: Gaia Magnitude Lower Unc
# COLUMN rowupdate:      Date of Last Update
# COLUMN pl_pubdate:     Planetary Parameter Reference Publication Date
# COLUMN releasedate:    Release Date
#
pl_name,hostname,default_flag,sy_snum,sy_pnum,discoverymethod,disc_year,disc_facility,soltype,pl_controv_flag,pl_refname,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmassprov,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,ttv_flag,st_refname,st_spectype,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_met,st_meterr1,st_meterr2,st_metlim,st_metratio,st_logg,st_loggerr1,st_loggerr2,st_logglim,sy_refname,rastr,ra,decstr,dec,sy_dist,sy_disterr1,sy_disterr2,sy_vmag,sy_vmagerr1,sy_vmagerr2,sy_kmag,sy_kmagerr1,sy_kmagerr2,sy_gaiamag,sy_gaiamagerr1,sy_gaiamagerr2,rowupdate,pl_pubdate,releasedate
Kepler-1503 b,Kepler-1503,0,1,1,Transit,2016,Kepler,Kepler Project Candidate (q1_q17_dr24_koi),0,<a refstr=Q1_Q17_DR24_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR24 KOI Table</a>,96.16987000,0.00118000,-0.00118000,0,0.375300,,,0,2.140,0.440,-0.160,0,,,,,,,,,,,,,,0.000000,,,0,2.59,1.69,-0.61,0,324,,,0,0,<a refstr=Q1_Q17_DR24_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR24 KOI Table</a>,,5334.00,177.00,-148.00,0,0.71,0.14,-0.05,0,0.76,0.11,-0.07,0,-0.440,0.360,-0.280,0,[Fe/H],4.62,0.03,-0.12,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h34m54.52s,293.7271604,+42d48m24.16s,42.8067119,1225.5700000,55.8650000,-55.8650000,15.8920000,0.1950000,-0.1950000,13.7670000,0.0460000,-0.0460000,15.7862000,0.0005740,-0.0005740,2015-08-25,2015-09-24,2015-08-25
Kepler-1503 b,Kepler-1503,0,1,1,Transit,2016,Kepler,Kepler Project Candidate (q1_q12_koi),0,<a refstr=Q1_Q12_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q12 KOI Table</a>,96.16987000,0.00118000,-0.00118000,0,0.375300,,,0,2.140,0.440,-0.160,0,,,,,,,,,,,,,,0.000000,,,0,2.59,1.69,-0.61,0,324,,,0,0,<a refstr=Q1_Q12_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q12 KOI Table</a>,,5334.00,177.00,-148.00,0,0.71,0.14,-0.05,0,0.76,0.11,-0.07,0,-0.440,0.360,-0.280,0,[Fe/H],4.62,0.03,-0.12,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h34m54.52s,293.7271604,+42d48m24.16s,42.8067119,1225.5700000,55.8650000,-55.8650000,15.8920000,0.1950000,-0.1950000,13.7670000,0.0460000,-0.0460000,15.7862000,0.0005740,-0.0005740,2014-11-18,2014-12-04,2014-11-18
Kepler-1503 b,Kepler-1503,0,1,1,Transit,2016,Kepler,Kepler Project Candidate (q1_q16_koi),0,<a refstr=Q1_Q16_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q16 KOI Table</a>,96.16987000,0.00118000,-0.00118000,0,0.375300,,,0,2.140,0.440,-0.160,0,,,,,,,,,,,,,,0.000000,,,0,2.59,1.69,-0.61,0,324,,,0,0,<a refstr=Q1_Q16_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q16 KOI Table</a>,,5334.00,177.00,-148.00,0,0.71,0.14,-0.05,0,0.76,0.11,-0.07,0,-0.440,0.360,-0.280,0,[Fe/H],4.62,0.03,-0.12,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h34m54.52s,293.7271604,+42d48m24.16s,42.8067119,1225.5700000,55.8650000,-55.8650000,15.8920000,0.1950000,-0.1950000,13.7670000,0.0460000,-0.0460000,15.7862000,0.0005740,-0.0005740,2014-11-21,2014-12-18,2014-11-21
Kepler-1795 b,Kepler-1795,0,1,1,Transit,2021,Kepler,Kepler Project Candidate (q1_q16_koi),0,<a refstr=Q1_Q16_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q16 KOI Table</a>,13.36020599,0.00005775,-0.00005775,0,0.100400,,,0,1.910,0.130,-0.110,0,,,,,,,,,,,,,,0.000000,,,0,18.00,5.21,-3.71,0,525,,,0,0,<a refstr=Q1_Q16_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q16 KOI Table</a>,,4491.00,149.00,-123.00,0,0.71,0.04,-0.04,0,0.76,0.03,-0.07,0,0.280,0.160,-0.260,0,[Fe/H],4.62,0.02,-0.04,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h05m55.02s,286.4792568,+39d16m11.57s,39.2698793,,,,16.1880000,0.2170000,-0.2170000,12.9960000,0.0310000,-0.0310000,15.7903000,0.0053700,-0.0053700,2014-11-21,2014-12-18,2014-11-21
Kepler-1795 b,Kepler-1795,0,1,1,Transit,2021,Kepler,Kepler Project Candidate (q1_q12_koi),0,<a refstr=Q1_Q12_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q12 KOI Table</a>,13.36020599,0.00005775,-0.00005775,0,0.100400,,,0,1.910,0.130,-0.110,0,,,,,,,,,,,,,,0.000000,,,0,18.00,5.21,-3.71,0,525,,,0,0,<a refstr=Q1_Q12_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q12 KOI Table</a>,,4491.00,149.00,-123.00,0,0.71,0.04,-0.04,0,0.76,0.03,-0.07,0,0.280,0.160,-0.260,0,[Fe/H],4.62,0.02,-0.04,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h05m55.02s,286.4792568,+39d16m11.57s,39.2698793,,,,16.1880000,0.2170000,-0.2170000,12.9960000,0.0310000,-0.0310000,15.7903000,0.0053700,-0.0053700,2014-11-18,2014-12-04,2014-11-18
Kepler-1795 b,Kepler-1795,0,1,1,Transit,2021,Kepler,Kepler Project Candidate (q1_q17_dr24_koi),0,<a refstr=Q1_Q17_DR24_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR24 KOI Table</a>,13.36020599,0.00005775,-0.00005775,0,0.100400,,,0,1.910,0.130,-0.110,0,,,,,,,,,,,,,,0.000000,,,0,18.00,5.21,-3.71,0,525,,,0,0,<a refstr=Q1_Q17_DR24_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR24 KOI Table</a>,,4491.00,149.00,-123.00,0,0.71,0.04,-0.04,0,0.76,0.03,-0.07,0,0.280,0.160,-0.260,0,[Fe/H],4.62,0.02,-0.04,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h05m55.02s,286.4792568,+39d16m11.57s,39.2698793,,,,16.1880000,0.2170000,-0.2170000,12.9960000,0.0310000,-0.0310000,15.7903000,0.0053700,-0.0053700,2015-08-25,2015-09-24,2015-08-25
Kepler-1822 b,Kepler-1822,0,1,1,Transit,2021,Kepler,Kepler Project Candidate (q1_q17_dr24_koi),0,<a refstr=Q1_Q17_DR24_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR24 KOI Table</a>,22.13345106,0.00009841,-0.00009841,0,0.140600,,,0,2.080,0.350,-0.140,0,,,,,,,,,,,,,,0.000000,,,0,15.61,8.39,-3.49,0,507,,,0,0,<a refstr=Q1_Q17_DR24_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR24 KOI Table</a>,,5180.00,148.00,-143.00,0,0.69,0.12,-0.05,0,0.76,0.09,-0.08,0,-0.380,0.380,-0.260,0,[Fe/H],4.64,0.03,-0.10,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h49m08.52s,297.2855000,+41d18m20.06s,41.3055733,897.5970000,30.6990000,-28.7660000,15.8040000,0.5610000,-0.5610000,13.5730000,0.0320000,-0.0320000,15.5694000,0.0004550,-0.0004550,2015-08-25,2015-09-24,2015-08-25
Kepler-1822 b,Kepler-1822,0,1,1,Transit,2021,Kepler,Kepler Project Candidate (q1_q16_koi),0,<a refstr=Q1_Q16_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q16 KOI Table</a>,22.13345106,0.00009841,-0.00009841,0,0.140600,,,0,2.080,0.350,-0.140,0,,,,,,,,,,,,,,0.000000,,,0,15.61,8.39,-3.49,0,507,,,0,0,<a refstr=Q1_Q16_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q16 KOI Table</a>,,5180.00,148.00,-143.00,0,0.69,0.12,-0.05,0,0.76,0.09,-0.08,0,-0.380,0.380,-0.260,0,[Fe/H],4.64,0.03,-0.10,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h49m08.52s,297.2855000,+41d18m20.06s,41.3055733,897.5970000,30.6990000,-28.7660000,15.8040000,0.5610000,-0.5610000,13.5730000,0.0320000,-0.0320000,15.5694000,0.0004550,-0.0004550,2014-11-21,2014-12-18,2014-11-21
Kepler-1822 b,Kepler-1822,0,1,1,Transit,2021,Kepler,Kepler Project Candidate (q1_q12_koi),0,<a refstr=Q1_Q12_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q12 KOI Table</a>,22.13345106,0.00009841,-0.00009841,0,0.140600,,,0,2.080,0.350,-0.140,0,,,,,,,,,,,,,,0.000000,,,0,15.61,8.39,-3.49,0,507,,,0,0,<a refstr=Q1_Q12_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q12 KOI Table</a>,,5180.00,148.00,-143.00,0,0.69,0.12,-0.05,0,0.76,0.09,-0.08,0,-0.380,0.380,-0.260,0,[Fe/H],4.64,0.03,-0.10,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h49m08.52s,297.2855000,+41d18m20.06s,41.3055733,897.5970000,30.6990000,-28.7660000,15.8040000,0.5610000,-0.5610000,13.5730000,0.0320000,-0.0320000,15.5694000,0.0004550,-0.0004550,2014-11-18,2014-12-04,2014-11-18
Kepler-1874 b,Kepler-1874,0,1,1,Transit,2021,Kepler,Kepler Project Candidate (q1_q17_dr25_koi),0,<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>,56.57323180,0.00030960,-0.00030960,0,0.263300,,,0,2.690,0.080,-0.150,0,,,,,,,,,,,,,,0.000000,,,0,3.79,0.47,-0.66,0,356,,,0,0,<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>,,4701.00,74.00,-84.00,0,0.78,0.02,-0.04,0,0.76,0.04,-0.03,0,0.240,0.150,-0.150,0,[Fe/H],4.54,0.05,-0.02,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h05m29.24s,286.3718158,+43d41m31.49s,43.6920810,408.0070000,,,15.4340000,0.2170000,-0.2170000,12.4730000,0.0210000,-0.0210000,14.9565000,0.0031390,-0.0031390,2017-05-08,2017-08-31 00:00,2017-05-08
Kepler-1907 c,Kepler-1907,0,1,2,Transit,2021,Kepler,Kepler Project Candidate (q1_q8_koi),0,<a refstr=Q1_Q8_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q8 KOI Table</a>,14.86398000,0.00011000,-0.00011000,0,0.108000,,,0,1.590,0.910,-0.910,0,,,,,,,,,,,,,,0.000000,,,0,,,,0,608,,,0,0,<a refstr=Q1_Q8_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q8 KOI Table</a>,,5142.00,72.00,-72.00,0,0.78,0.43,-0.43,0,0.76,0.07,-0.07,0,,,,0,,4.54,0.30,-0.30,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,18h42m50.06s,280.7085829,+47d19m40.52s,47.3279236,292.1110000,1.3330000,-1.3220000,13.9890000,0.1600000,-0.1600000,11.7260000,0.0110000,-0.0110000,13.7309000,0.0002350,-0.0002350,2013-10-28,2014-01-08,2013-10-28
Kepler-2001 c,Kepler-2001,0,1,2,Transit,2023,Kepler,Kepler Project Candidate (q1_q8_koi),0,<a refstr=Q1_Q8_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q8 KOI Table</a>,14.09276800,0.00010000,-0.00010000,0,0.104000,,,0,1.830,0.930,-0.930,0,,,,,,,,,,,,,,0.000000,,,0,,,,0,570,,,0,0,<a refstr=Q1_Q8_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q8 KOI Table</a>,,5013.00,85.00,-85.00,0,0.69,0.13,-0.13,0,0.76,0.03,-0.03,0,,,,0,,4.64,0.30,-0.30,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h26m38.27s,291.6594558,+50d35m01.89s,50.5838585,776.5500000,20.1360000,-19.1600000,15.9810000,0.1720000,-0.1720000,13.5510000,0.0480000,-0.0480000,15.7733000,0.0009860,-0.0009860,2013-10-28,2014-01-08,2013-10-28
Kepler-202 c,Kepler-202,0,1,2,Transit,2014,Kepler,Kepler Project Candidate (q1_q12_koi),0,<a refstr=Q1_Q12_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q12 KOI Table</a>,16.28248353,0.00002580,-0.00002580,0,0.114700,,,0,2.040,0.220,-0.150,0,,,,,,,,,,,,,,0.000000,,,0,18.81,7.22,-4.29,0,531,,,0,0,<a refstr=Q1_Q12_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q12 KOI Table</a>,,4806.00,148.00,-122.00,0,0.72,0.08,-0.05,0,0.76,0.07,-0.07,0,0.000,0.300,-0.300,0,[Fe/H],4.60,0.03,-0.06,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,18h51m53.64s,282.9734874,+41d19m18.48s,41.3217991,285.1110000,1.1135000,-1.1135000,14.1780000,0.1140000,-0.1140000,11.6390000,0.0230000,-0.0230000,13.8433000,0.0002030,-0.0002030,2014-11-18,2014-12-04,2014-11-18
Kepler-202 c,Kepler-202,0,1,2,Transit,2014,Kepler,Kepler Project Candidate (q1_q16_koi),0,<a refstr=Q1_Q16_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q16 KOI Table</a>,16.28248353,0.00002580,-0.00002580,0,0.114700,,,0,2.040,0.220,-0.150,0,,,,,,,,,,,,,,0.000000,,,0,18.81,7.22,-4.29,0,531,,,0,0,<a refstr=Q1_Q16_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q16 KOI Table</a>,,4806.00,148.00,-122.00,0,0.72,0.08,-0.05,0,0.76,0.07,-0.07,0,0.000,0.300,-0.300,0,[Fe/H],4.60,0.03,-0.06,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,18h51m53.64s,282.9734874,+41d19m18.48s,41.3217991,285.1110000,1.1135000,-1.1135000,14.1780000,0.1140000,-0.1140000,11.6390000,0.0230000,-0.0230000,13.8433000,0.0002030,-0.0002030,2014-11-21,2014-12-18,2014-11-21
Kepler-202 c,Kepler-202,0,1,2,Transit,2014,Kepler,Kepler Project Candidate (q1_q17_dr24_koi),0,<a refstr=Q1_Q17_DR24_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR24 KOI Table</a>,16.28248353,0.00002580,-0.00002580,0,0.114700,,,0,2.040,0.220,-0.150,0,,,,,,,,,,,,,,0.000000,,,0,18.81,7.22,-4.29,0,531,,,0,0,<a refstr=Q1_Q17_DR24_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR24 KOI Table</a>,,4806.00,148.00,-122.00,0,0.72,0.08,-0.05,0,0.76,0.07,-0.07,0,0.000,0.300,-0.300,0,[Fe/H],4.60,0.03,-0.06,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,18h51m53.64s,282.9734874,+41d19m18.48s,41.3217991,285.1110000,1.1135000,-1.1135000,14.1780000,0.1140000,-0.1140000,11.6390000,0.0230000,-0.0230000,13.8433000,0.0002030,-0.0002030,2015-08-25,2015-09-24,2015-08-25
Kepler-239 c,Kepler-239,0,1,2,Transit,2014,Kepler,Kepler Project Candidate (q1_q8_koi),0,<a refstr=Q1_Q8_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q8 KOI Table</a>,56.22794000,0.00087000,-0.00087000,0,0.262000,,,0,2.280,0.380,-0.380,0,,,,,,,,,,,,,,0.000000,,,0,,,,0,347,,,0,0,<a refstr=Q1_Q8_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q8 KOI Table</a>,,4941.00,71.00,-71.00,0,0.66,0.02,-0.02,0,0.76,0.02,-0.02,0,,,,0,,4.67,0.30,-0.30,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h36m48.49s,294.2020505,+40d39m47.99s,40.6633313,648.1090000,13.3320000,-13.3320000,15.2520000,0.1150000,-0.1150000,13.1330000,0.0350000,-0.0350000,15.2333000,0.0003990,-0.0003990,2013-10-28,2014-01-08,2013-10-28
Kepler-305 d,Kepler-305,0,1,4,Transit,2014,Kepler,Kepler Project Candidate (q1_q17_dr24_koi),0,<a refstr=Q1_Q17_DR24_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR24 KOI Table</a>,16.73865956,0.00008361,-0.00008361,0,0.117100,,,0,2.680,0.670,-0.260,0,,,,,,,,,,,,,,0.000000,,,0,28.61,23.71,-8.14,0,590,,,0,0,<a refstr=Q1_Q17_DR24_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR24 KOI Table</a>,,5106.00,207.00,-157.00,0,0.80,0.20,-0.08,0,0.76,0.13,-0.06,0,-0.080,0.320,-0.260,0,[Fe/H],4.51,0.07,-0.27,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h56m53.82s,299.2242557,+40d20m35.40s,40.3431670,868.4770000,26.6400000,-25.1260000,15.8510000,0.2630000,-0.2630000,13.7020000,0.0420000,-0.0420000,15.7661000,0.0004870,-0.0004870,2015-08-25,2015-09-24,2015-08-25
